mot	lemme
premières	premier
chinoises	chinois
évaluer	évaluer
meilleure	meilleur
manière	manière
soutenir	soutenir
d'	de
une	un
valeur	valeur
d'	de
accélérer	accélérer
commercialisation	commercialisation
biocarburants	biocarburant
destinés	destiner
avions	avion
tel	tel
but	but
partenariat	partenariat
vient	venir
d'	de
être	être
conclu	conclure
airbus	airbus
l'	le
université	université
tsinghua	tsinghua
chine	chine
l'	le
une	un
institution	institution
d'	de
enseignement	enseignement
leader	leader
monde	monde
première	premier
étape	étape
partenariat	partenariat
évaluer	évaluer
matières	matière
premières	premier
adéquates	adéquate
répondent	répondre
critères	critère
écologiques	écologique
économiques	économique
durabilité	durabilité
sociale	social
une	un
seconde	second
étape	étape
consistera	consister
concentrer	concentrer
solutions	solution
carburants	carburant
alternatifs	alternatif
prometteuses	prometteur
une	un
premiers	premier
résultats	résultat
obtenus	obtenir
actuellement	actuellement
d'	de
analyse	analyse
s'	se
agira	agir
sélectionner	sélectionner
certain	certain
nombre	nombre
matières	matière
premières	premier
l'	le
huile	huile
usagée	usager
algues	algue
cette	ce
étude	étude
durabilité	durabilité
placée	placer
sous	sou
responsabilité	responsabilité
l'	le
avionneur	avionneur
européen	européen
devrait	devoir
achevée	achevé
d'	de
ici	ici
début	début
l'	le
année	année
prochaine	prochain
restera	rester
ensuite	ensuite
partenaires	partenaire
industrialiser	industrialiser
procédé	procédé
production	production
carburants	carburant
alternatifs	alternatif
d'	de
obtenir	obtenir
quantités	quantité
durables	durable
carburant	carburer
avion	avion
usage	usage
commercial	commercial
précisons	précison
partenariat	partenariat
s'	se
inscrit	inscrire
l'	le
objectif	objectif
d'	de
airbus	airbus
mettre	mettre
place	place
valeur	valeur
chaque	chaque
continent	continent
courant	courant
a	a
jour	jour
chaînes	chaîne
valeur	valeur
type	type
existent	exister
amérique	amérique
latine	latin
australie	australie
europe	europe
moyen	moyen
orient	orient
désormais	désormais
asie	asie
partenariat	partenariat
l'	le
université	université
tsinghua	tsinghua
ceti	ceti
international	international
forum	forum
rendez-vous	rendez-vous
unique	unique
autour	autour
techniques	technique
ailleurs	ailleurs
chargée	charger
international	international
clubtex	clubtex
explique	expliquer
représentante	représentant
clubtex	clubtex
déclare	déclarer
karine	karine
walllois	walllois
réparation	réparation
d'	de
une	un
seule	seul
molécule	molécule
d'	de
adn	adn
observée	observer
temps	temps
réel	réel
l'	le
adn	adn
sans	sans
cesse	cesse
endommagé	endommager
mettent	mettre
oeuvre	oeuvre
mécanismes	mécanisme
réparation	réparation
l'	le
efficacité	efficacité
redoutable	redoutable
une	un
équipe	équipe
l'	le
institut	institut
jacques	jacques
monod	monod
cnrs	cnrs
université	université
paris	paris
diderot	diderot
collaboration	collaboration
universités	université
bristol	bristol
angleterre	angleterre
rockefeller	rockefeller
etats-unis	etats-unis
vient	venir
parvenir	parvenir
suivre	suivre
direct	direct
ceci	ceci
fois	fois
les	le
étapes	étape
initiales	initial
l'	le
un	un
systèmes	système
réparation	réparation
l'	le
adn	adn
système	système
tcr	tcr
modèle	modèle
bactérien	bactérien
septembre	septembre
dernier	dernier
visent	viser
mieux	mieux
comprendre	comprendre
l'	le
apparition	apparition
cancers	cancer
comment	comment
ils	il
peuvent	pouvoir
devenir	devenir
résistants	résistant
chimiothérapies	chimiothérapie
arts	art
métiers	métier
paristech	paristech
met	mettre
ligne	ligne
plateforme	plateform
d'	de
e-learning	e-learning
a	avoir
-t	-t
-il	il
déclaré	déclarer
indique	indique
saida	saider
mraihi	mraihi
ingénieure	ingénieure
pédagogique	pédagogique
spécialisée	spécialiser
vient	venir
d'	de
être	être
recrutée	recruter
l'	le
école	école
en	en
effet	effet
seront	être
mis	mettre
ligne	ligne
avant	avant
mars	mars
et	et
d'	de
ici	ici
ans	an
tous	tout
étudiants	étudiant
d'	de
arts	arts
métiers	métier
paristech	paristech
pourront	pouvoir
accéder	accéder
via	via
plateforme	plateform
%	pourcent
enseignements	enseignement
précisons	précison
ailleurs	ailleurs
plateforme	plateform
limiter	limiter
mettre	mettre
ligne	ligne
favorisera	favoriser
l'	le
interactivité	interactivité
ainsi	ainsi
enseignants	enseignant
pourront	pouvoir
suivre	suivre
temps	temps
réel	réel
déroulement	déroulement
scolarité	scolarité
tests	test
projets	projet
chaque	chaque
élève	élève
en	en
outre	outre
tous	tout
partenaires	partenaire
industriels	industriel
d'	de
arts	art
métiers	métier
paristech	paristech
pourront	pouvoir
suivre	suivre
facilement	facilement
distance	distance
l'	le
évolution	évolution
missions	mission
confiées	confier
chaque	chaque
élève	élève
ingénieur	ingénieur
via	via
espaces	espace
projets	projet
plateforme	plateform
quatre	quatre
scénarios	scénario
filière	filière
française	français
l'	le
horizon	horizon
le	le
octobre	octobre
dernier	dernier
l'	le
occasion	occasion
d'	de
un	un
colloque	colloque
consacré	consacrer
filière	filière
française	français
l'	le
horizon	horizon
présentés	présenté
résultats	résultat
travail	travail
prospective	prospectif
réalisé	réaliser
l'	le
inra	inra
i'	i'
institut	institut
français	français
cheval	cheval
l'	le
equitation	equitation
ifce	ifce
françois	françois
houllier	houllier
président	président
l'	le
inra	inra
rappelé	rappeler
d'	de
emblée	emblée
la	le
prospective	prospective
n'	ne
est	être
prédiction	prédiction
passer	passer
c'	ce
est	être
l'	le
exploration	exploration
d'	de
un	un
ensemble	ensemble
d'	de
univers	univers
possibles	possible
cet	ce
exercice	exercice
consisté	consister
explorer	explorer
univers	univer
contrastés	contraster
déduire	déduir
quelques	quelque
ligne	ligne
force	force
quelques	quelque
points	point
rupture	rupture
éventuels	éventuel
a	à
chacun	chacun
ensuite	ensuite
recherche	recherche
celui	celui
politiques	politique
publiques	public
chez	chez
opérateurs	opérateur
d'	de
en	en
meilleur	meilleur
usage	usage
a	avoir
-t	-t
-il	il
ajouté	ajouter
françois	françois
houllier	houllier
d'	de
ailleurs	ailleurs
rappelé	rappeler
l'	le
établissement	établissement
qu'	que
il	il
préside	préside
avait	avoir
mis	mettre
place	place
toute	tout
série	série
prospectives	prospectif
dix	dix
dernières	dernier
années	année
exemple	exemple
l'	le
alimentation	alimentation
l'	le
horizon	horizon
filière	filière
avicole	avicole
france	france
celle-ci	celle-ci
consacrée	consacrer
filière	filièr
équine	équin
s'	se
inscrivait	inscrire
démarche	démarche
menée	mener
direction	direction
l'	le
expertise	expertise
prospective	prospective
etudes	etude
depe	depe
l'	le
inra	inra
philippe	philippe
perrier	perrier
cornet	cornet
président	président
groupe	groupe
travail	travail
réflexions	réflexion
alimentées	alimentée
équipe	équipe
l'	le
inra	inra
l'	le
ifce	ifce
conduit	conduire
l'	le
élaboration	élaboration
scénarios	scénario
d'	de
avenir	avenir
filière	filière
france	france
l'	le
horizon	horizon
précisé	préciser
travail	travail
couvrait	couvrir
l'	le
ensemble	ensemble
filière	filière
france	france
il	il
ailleurs	ailleurs
indiqué	indiquer
quatre	quatre
grands	grand
facteurs	facteur
d'	de
évolutions	évolution
avaient	avoir
privilégiés	privilégier
usages	usage
évolution	évolution
politiques	politique
publiques	public
réglementation	réglementation
producteurs	producteur
france	france
stratégie	stratégie
organisation	organisation
enfin	enfin
l'	le
environnement	environnement
économique	économique
social	social
et	et
c'	ce
est	être
partir	partir
cela	celer
avons	avoir
construit	construire
quatre	quatre
scénarios	scénario
bien	bien
contrastés	contraster
titres	titre
chocs	choc
soient	être
volontairement	volontairement
simples	simple
a	avoir
-t	-t
-il	il
souligné	souligner
ainsi	ainsi
premier	premier
intitulé	intituler
tous	tout
cheval	cheval
prend	prendre
toute	tout
place	place
marché	marché
loisirs	loisir
porté	porter
grand	grand
nombre	nombre
d'	de
entreprises	entreprise
équestres	équestre
c'	ce
est	être
suppose	suppose
non	non
seulement	seulement
minimum	minimum
pouvoir	pouvoir
d'	de
achat	achat
classes	classe
moyennes	moyen
france	france
possibilité	possibilité
d'	de
accéder	accéder
massivement	massivemer
loisir	loisir
plein	plein
air	air
relativement	relativement
bon	bon
marché	marché
d'	de
où	où
nécessité	nécessité
produire	produire
faible	faible
coût	coût
faciles	facile
manipuler	manipuler
le	le
tous	tout
cheval	cheval
implique	impliquer
courses	course
mise	mise
place	place
d'	de
un	un
marketing	marketing
ciblé	cibler
jeunes	jeune
parieurs	parieur
la	le
conséquence	conséquence
d'	de
un	un
tel	tel
serait	être
forte	fort
progression	progression
effectifs	effectif
l'	le
horizon	horizon
vingt	vingt
ans	an
forte	fort
progression	progression
emplois	emploi
et	et
globalement	globalement
image	image
présente	présent
société	société
estime	estime
philippe	philippe
perrier	perrier
cornet	cornet
dans	dans
second	second
scénario	scénario
baptisé	baptiser
le	le
élites	élite
l'	le
équitation	équitation
retrouve	retrouver
fonction	fonction
distinction	distinction
sociale	social
centres	centre
équestres	équestre
beaucoup	beaucoup
proches	proche
l'	le
ambiance	ambiance
élitiste	élitiste
clubs	club
privés	priver
recul	recul
fort	fort
l'	le
équitation	équitation
loisir	loisir
c'	ce
est	être
développerait	développer
davantage	davantage
contexte	contexte
crise	crise
économique	économique
persistante	persistant
affectant	affecter
classes	classe
moyennes	moyen
tension	tension
foncier	foncier
l'	le
accès	accès
ressources	ressource
une	un
situation	situation
limiterait	limiter
considérablement	considérablemer
l'	le
expansion	expansion
marché	marché
loisir	loisir
cheval	cheval
c'	ce
est	être
inverse	inverse
premier	premier
forte	fort
réduction	réduction
effectifs	effectif
d'	de
ici	ici
vingtaine	vingtaine
d'	de
années	année
recentrage	recentrage
certains	certain
types	type
localités	localité
emblématiques	emblématique
précise	préciser
-t	-t
-il	il
avec	avec
troisième	troisième
intitulé	intituler
le	le
citoyen	citoyen
devient	devenir
lien	lien
social	social
lien	lien
hommes	homme
territoires	territoire
nature	nature
ses	son
usages	usage
multiplient	multiplier
vont	aller
bien	bien
au-delà	au-delà
seuls	seul
loisirs	loisir
jeux	jeu
premier	premier
scénario	scénario
on	on
parle	parler
territorial	territorial
l'	le
éducation	éducation
services	service
personne	personn
réinsertion	réinsertion
l'	le
on	on
utilise	utiliser
l'	le
entretien	entretien
espaces	espace
certains	certain
types	type
d'	de
agriculture	agriculture
encouragés	encouragé
l'	le
évolution	évolution
pac	pac
politique	politique
agricole	agricole
commune	commune
un	un
reposerait	reposer
beaucoup	beaucoup
soutien	soutien
collectivités	collectivité
locales	local
s'	se
inscrirait	inscrire
projets	projet
territoires	territoire
partenariats	partenariat
public	public
privé	priver
explique	expliquer
-t	-t
-il	il
enfin	enfin
quatrième	quatrième
appelé	appeler
le	le
compagnon	compagnon
c'	ce
est	être
prendre	prendre
soin	soin
bien	bien
relation	relation
affective	affectif
quasi	quasi
individuelle	individuel
quasi	quasi
animal	animal
compagnie	compagnie
prédomine	prédomine
nous	nous
sommes	être
où	où
réglementation	réglementation
matière	matière
bien	bien
animal	animal
forte	fort
dans	dans
centres	centre
équestres	équestre
privilégie	privilégie
l'	le
enseignement	enseignement
autour	autour
soins	soin
façon	façon
comporter	comporter
l'	le
animal	animal
plutôt	plutôt
dressage	dressage
saut	saut
d'	de
obstacles	obstacle
dans	dans
scénario	scénario
consommation	consommation
viande	viande
évidemment	évidemment
interdite	interdire
vieillissement	vieillissemer
fin	fin
vie	vie
l'	le
animal	animal
constituent	constituer
problématique	problématique
importante	important
encore	encore
fois	fois
l'	le
a	avoir
rappelé	rappeler
françois	françois
houllier	houllier
quatre	quatre
scénarios	scénario
contrastés	contrasté
futurs	futur
possibles	possible
plausibles	plausible
logiques	logique
avons	avoir
poussé	pousser
jusqu'	jusque
au	au
bout	bout
susciter	susciter
débat	débat
réflexion	réflexion
souligne	souligner
philippe	philippe
perrier	perrier
cornet	cornet
des	un
scénarios	scénario
pourraient	pouvoir
conduire	conduire
d'	de
ici	ici
vingtaine	vingtaine
d'	de
années	année
physionomies	physionomie
différentes	différent
france	france
d'	de
un	un
l'	le
autre	autre
cela	celer
pourrait	pouvoir
traduire	traduire
nombre	nombre
france	france
élevé	élevé
qu'	que
aujourd'hui	aujourd'hui
tous	tout
cheval	cheval
contraire	contraire
sans	sans
doute	doute
moins	moins
élevé	élevé
le	le
élites	élite
mais	mais
au-delà	au-delà
physionomies	physionomie
contrastées	contrastée
permettent	permettre
d'	de
envisager	envisager
différents	différent
scénarios	scénario
exercice	exercice
prospective	prospectif
soulève	soulever
préoccupations	préoccupation
récurrentes	récurrent
communes	commun
auxquelles	auxquelles
faudrait	falloir
apporter	apporter
réponses	réponse
matière	matière
recherche	recherche
plus	plus
généralement	généralement
exercice	exercice
prospective	prospectif
acte	acte
période	période
s'	se
achève	achever
celle	celui
d'	de
un	un
encadrement	encadrement
public	public
étroit	étroit
l'	le
etat	etat
nation	nation
l'	le
émergence	émergence
d'	de
une	un
nouvelle	nouveau
configuration	configuration
laquelle	lequel
etat	etat
nation	nation
recentre	recentre
l'	le
action	action
publique	public
réorganisant	réorganiser
niveau	niveau
supranational	supranational
principalement	principalement
l'	le
europe	europe
niveau	niveau
local	local
territorial	territorial
le	le
premier	premier
pôle	pôle
formation	formation
aérospatial	aérospatial
français	français
son	son
nom	nom
le	le
groupe	groupe
isae	isae
il	il
cinq	cinq
créé	créer
l'	le
isae	isae
l'	le
institut	institut
supérieur	supérieur
l'	le
aéronautique	aéronautique
l'	le
espace	espace
fruit	fruit
rapprochement	rapprochement
supaero	supaero
l'	le
ensica	ensica
grandes	grand
écoles	école
réputées	réputée
établissement	établissement
atteignait	atteindre
taille	taille
visibilité	visibilité
allait	aller
lui	luire
permettre	permettre
fédérer	fédérer
france	france
écoles	école
domaine	domaine
aéronautique	aéronautique
sous	sou
bannière	bannière
commune	commun
ainsi	ainsi
mai	mai
naissait	naître
groupe	groupe
isae	isae
l'	le
adhésion	adhésion
l'	le
ensma	ensma
l'	le
ecole	ecole
nationale	national
supérieure	supérieur
mécanique	mécanique
d'	de
aérotechnique	aérotechnique
poitiers	poitiers
le	le
septembre	septembre
dernier	dernier
nouvelles	nouveau
écoles	école
rejoint	rejoindre
groupe	groupe
l'	le
estaca	estaca
basée	baser
levallois	levallois
