mot	lemme
seront	être
conçus	conçu
fournis	fournir
important	important
consortium	consortium
laboratoires	laboratoire
d'	de
instituts	institut
européens	européen
jamais	jamais
rassemblé	rassembler
autour	autour
d'	de
une	un
Europe	Europe
consortium	consortium
dirigé	diriger
Yannick	Yannick
Mellier	Mellier
l'	le
Institut	Institut
d'	de
Astrophysique	astrophysique
Paris	Paris
Université	université
Pierre	Pierre
Marie	marie
Curie	curie
CNRS).Soutenus	cnrs).soutenu
CNES	CNES
laboratoires	laboratoire
français	français
impliqués	impliquer
initiateurs	initiateur
fer	fer
lance	lance
Ainsi	ainsi
ils	il
fourniront	fournir
spectro	spectro
imageur	imageur
infrarouge	infrarouge
plan	plan
focal	focal
caméra	caméra
visible	visible
l'	le
architecture	architecture
globale	global
système	système
traitement	traitement
données	donnée
nombreux	nombreux
logiciels	logiciel
grande	grand
capacité	capacité
Détecteur	détecteur
d'	de
explosifs	explosif
antennes	antenne
d'	de
un	un
papillon	papillon
nuit	nuit
modèle	modèle
Quel	quel
lien	lien
peut	pouvoir
-il	il
exister	exister
papillon	papillon
qu'	que
est	être
Bombyx	Bombyx
Murier	Murier
système	système
détection	détection
d'	de
explosifs	explosif
performant	performer
qu'	que
ont	avoir
conçu	concevoir
l'	le
Unité	unité
Nanomatériaux	nanomatérial
Systèmes	système
Sous	sou
Sollicitations	Sollicitations
Extrêmes	extrême
CNRS	CNRS
Institut	Institut
franco-allemand	franco-allemand
recherches	recherche
Saint-Louis	Saint-Louis
collaboration	collaboration
Laboratoire	laboratoire
Matériaux	Matériaux
Surfaces	surface
Procédés	procédé
Catalyse	catalyse
CNRS	CNRS
Université	université
Strasbourg	Strasbourg
Les	le
simplement	simplement
inspirés	inspiré
antennes	antenne
papillon	papillon
nuit	nuit
constituer	constituer
étonnant	étonnant
dispositif	dispositif
capable	capable
détecter	détecter
concentrations	concentration
trinitrotoluène	trinitrotoluène
TNT	TNT
l'	le
ordre	ordre
ppq	ppq
partie	partie
quadrillion	quadrillion
soit	soit
l'	le
équivalent	équivalent
molécules	molécule
d'	de
explosif	explosif
parmi	parmi
molécules	molécule
d'	de
air	air
Une	un
remarquable	remarquable
prouesse	prouesse
l'	le
on	on
précise	préciser
qu'	que
ils	il
parvenus	parvenir
améliorer	améliorer
d'	de
un	un
facteur	facteur
mille	mille
seuil	seuil
détection	détection
atteint	atteindre
jusqu'	jusque
à	à
présent	présent
Rappelons	Rappelons
composés	composé
tels	tel
TNT	TNT
peu	peu
volatils	volatil
Aussi	aussi
détecter	détecter
distance	distance
faut	falloir
-il	il
pouvoir	pouvoir
disposer	disposer
extrêmement	extrêmement
sensibles	sensible
Les	le
concentrations	concentration
détectées	détecter
systèmes	système
actuels	actuel
performants	performant
l'	le
ordre	ordre
PPB	ppb
partie	partie
billion	billion
soit	être
molécule	molécul
molécules	molécule
d'	de
air	air
s'	se
avère	avérer
insuffisant	insuffiser
aujourd'hui	aujourd'hui
assurer	assurer
sécurité	sécurité
d'	de
un	un
aéroport	aéroport
Or	or
papillon	papillon
nuit	nuit
Bombyx	Bombyx
Murier	Murier
Bombyx	Bombyx
mori	mori
capable	capable
réagir	réagir
capture	captur
quelques	quelque
molécules	molécule
phéromones	phéromone
Cette	ce
prouesse	prouesse
doit	devoir
antennes	antenne
composées	composée
d'	de
une	un
longueur	longueur
proche	proche
millimètre	millimètre
lesquels	lesquel
placé	placer
grand	grand
nombre	nombre
sensilles	sensille
petits	petit
taille	taille
micrométrique	micrométrique
directement	directement
reliés	relier
neurones	neurone
sensoriels	sensoriel
Une	un
remarquable	remarquable
structure	structure
voulu	vouloir
s'	se
inspirer	inspirer
Le	le
système	système
mis	mettre
point	point
constitué	constituer
d'	de
un	un
micro-levier	micro-levier
silicium	silicium
long	long
microns	micron
largeur	largeur
microns	micron
Ce	ce
support	support
nanostructuré	nanostructurer
environ	environ
dioxyde	dioxyde
titane	titane
alignés	aligner
verticalement	verticalement
but	but
nanostructures	nanostructure
multiplier	multiplier
d'	de
environ	environ
facteur	facteur
surface	surface
micro-levier	micro-levier
d'	de
augmenter	augmenter
chances	chance
capturer	capturer
molécules	molécule
recherchées	rechercher
Pour	pour
tester	tester
suffit	suffit
mettre	mettre
vibration	vibration
micro-levier	micro-levier
celui-ci	celui-ci
possédant	posséder
fréquence	fréquence
résonance	résonance
propre	propre
modifiée	modifier
façon	façon
spécifique	spécifique
lorsqu'	lorsque
il	il
absorbe	absorber
molécules	molécule
d'	de
explosif	explosif
Or	or
tests	test
auxquels	auxquels
procédé	procédé
permis	permettre
d'	de
établir	établir
dispositif	dispositif
avait	avoir
sensibilité	sensibilité
ppq	ppq
niveau	niveau
performances	performance
approchent	approcher
celles	celui
chiens	chien
entraînés	entraîné
reste	reste
inaccessible	inaccessible
dispositifs	dispositif
actuels	actuel
Pour	pour
l'	le
heure	heure
vont	aller
poursuivre	poursuivre
R&D	r&d
concevoir	concevoir
appareil	appareil
facilement	facilement
utilisable	utilisable
Parallèlement	parallèlement
ils	il
souhaitent	souhaiter
adapter	adapter
micro-leviers	micro-levier
ceux	celui
ci	ci
soient	être
capables	capable
détecter	détecter
d'	de
autres	autre
explosifs	explosif
tels	tel
pentrite	pentrite
susceptible	susceptible
poser	poser
problème	problème
sécurité	sécurité
Europe	Europe
En	en
outre	outre
type	type
dispositifs	dispositif
pourrait	pouvoir
servir	servir
détecter	détecter
diverses	divers
drogues	drogue
peu	peu
volatiles	volatil
explosifs	explosif
mesurer	mesurer
d'	de
infimes	infime
traces	trace
polluants	polluant
l'	le
environnement	environnement
Création	création
d'	de
une	un
chaire	chaire
industrielle	industriel
l'	le
oxy	oxy
combustion	combustion
Pour	pour
groupe	groupe
Air	air
Liquide	Liquide
l'	le
oxy	oxy
combustion	combustion
solution	solution
prometteuse	prometteur
utilisant	utiliser
l'	le
oxygène	oxygène
place	place
l'	le
air	air
combustion	combustion
Combinée	combinée
procédé	procéder
purification	purification
CO2	co2
technologie	technologie
permet	permettre
d'	de
obtenir	obtenir
C02	C02
prêt	prêt
capté	capté
stocké	stocker
valorisé	valoriser
directement	directement
ouvre	ouvrir
voie	voie
production	production
d'	de
électricité	électricité
décarbonée	décarboner
C'	ce
est	être
contexte	contexte
groupe	groupe
Industriel	industriel
l'	le
Ecole	ecole
centrale	central
Paris	Paris
CNRS	CNRS
vient	venir
d'	de
annoncer	annoncer
création	création
d'	de
une	un
chaire	chaire
industrielle	industriel
d'	de
enseignement	enseignement
domaine	domaine
l'	le
oxy	oxy
combustion	combustion
D'	de
une	un
durée	durée
initiale	initial
ans	an
celle-ci	celui-ci
bénéficie	bénéficier
d'	de
une	un
subvention	subvention
l'	le
Agence	agence
Nationale	Nationale
Recherche	recherche
ANR	ANR
Dirigée	diriger
Thierry	Thierry
Schuller	Schuller
professeur	professeur
l'	le
Ecole	ecole
Centrale	Centrale
Paris	Paris
chercheur	chercheur
Laboratoire	laboratoire
d'	de
Energétique	energétique
Moléculaire	Moléculaire
Macroscopique	Macroscopique
Combustion	combustion
EM2C	em2c
unité	unité
propre	propre
CNRS	CNRS
chaire	chaire
vise	vise
former	former
jeunes	jeune
ingénieurs	ingénieur
docteurs	docteur
développera	développer
centrés	centré
compréhension	compréhension
phénomènes	phénomène
combustion	combustion
haute	haute
pression	pression
combustibles	combustible
gazeux	gazeux
liquides	liquide
solides	solide
charbon	charbon
biomasse	biomass
Des	un
permettront	permettre
Air	air
Liquide	liquide
d'	de
obtenir	obtenir
modèles	modèle
fiables	fiable
d'	de
améliorer	améliorer
processus	processus
dimensionnement	dimensionnemer
brûleurs	brûleur
oxygène	oxygène
démonstrations	démonstration
grandes	grand
échelles	échelle
géométries	géométrie
complexes	complexe
Précisons	précison
c'	ce
est	être
autour	autour
d'	de
une	un
plateforme	plateform
numérique	numérique
expérimentale	expérimental
implantée	implanter
Laboratoire	Laboratoire
EM2C	em2c
s'	se
articuleront	articuler
activités	activité
nouvelle	nouveau
chaire	chaire
plateforme	plateform
sera	être
équipée	équiper
systèmes	système
diagnostics	diagnostic
avancés	avancer
mesure	mesure
simultanée	simultaner
haute	haute
pression	pression
caractéristiques	caractéristique
transferts	transfert
chaleur	chaleur
constitue	constituer
mondiale	mondial
Education	education
goût	goût
colloque	colloque
final	final
programme	programm
OPALINE	opalin
Les	le
octobre	octobre
prochain	prochain
Dijon	Dijon
Centre	centre
Sciences	science
Goût	Goût
l'	le
Alimentation	alimentation
CSGA	CSGA
pôle	pôle
compétitivité	compétitivité
Vitagora	Vitagora
organisent	organiser
colloque	colloque
final	final
programme	programme
OPALINE	opalin
Observatoire	observatoire
Préférences	préférence
Alimentaires	alimentaire
Nourrisson	Nourrisson
l'	le
Enfant	Enfant
A	avoir
occasion	occasion
sera	être
présenté	présenter
publiquement	publiquement
l'	le
ensemble	ensemble
résultats	résultat
initié	initier
coordonné	coordonner
Sophie	Sophie
Nicklaus	Nicklaus
chargée	charger
l'	le
Inra	Inra
CSGA	csga
Rappelons	Rappelons
projet	projet
labellisé	labelliser
pôle	pôle
Vitagora	Vitagora
financé	financer
l'	le
Agence	agence
Nationale	Nationale
Recherche	recherche
ANR	ANR
région	région
Bourgogne	Bourgogne
permis	permettre
vingtaine	vingtaine
réaliser	réaliser
suivi	suivre
enfants	enfant
naissance	naissance
jusqu'	jusque
à	à
l'	le
âge	âge
ans	an
collecter	collecter
données	donnée
concernant	concerner
consommation	consommation
alimentaire	alimentaire
d'	de
essayer	essayer
d'	de
évaluer	évaluer
réactivité	réactivité
odeurs	odeur
saveurs	saveur
s'	se
intéressant	intéresser
milieu	milieu
psychosocial	psychosocial
Risques	risque
liés	lier
nanoparticules	nanoparticule
manufacturées	manufacturée
Si	si
développements	développement
nanomatériaux	nanomatérial
cessent	cessent
s'	se
accélérer	accélérer
entier	entier
permettent	permettre
d'	de
ores	ore
d'	de
envisager	envisager
l'	le
émergence	émergence
nombreuses	nombreux
applications	application
prochaines	prochain
décennies	décennie
connaissances	connaissance
risques	risque
liés	lier
nanoparticules	nanoparticule
restent	rester
néanmoins	néanmoins
toujours	toujours
limitées	limitée
jour	jour
bien	bien
l'	le
environnement	environnement
l'	le
homme	homme
En	en
effet	effet
nombreuses	nombreux
incertitudes	incertitude
subsistent	subsister
quant	quant
devenir	devenir
nanoparticules	nanoparticule
l'	le
environnement	environnement
diffusion	diffusion
corps	corps
humain	humain
d'	de
éventuels	éventuel
effets	effet
induits	induire
long	long
terme	terme
Eolienne	eolienn
flottante	flottant
1ère	1ère
expérimentation	expérimentation
l'	le
Ecole	ecole
Centrale	centrale
Nantes	nante
LHEEA	lheea
l'	le
école	école
testent	tester
conditions	condition
mer	mer
vent	vent
différentes	différent
l'	le
objectif	objectif
d'	de
évaluer	évaluer
performances	performance
l'	le
éolienne	éolienne
conditions	condition
océaniques	océanique
modérées	modérer
résistance	résistance
conditions	condition
fortes	fort
voire	voire
exceptionnelles	exceptionnel
Rappelons	Rappelons
éoliennes	éolien
classiques	classique
peuvent	pouvoir
fixées	fixer
mer	mer
mètres	mètre
profondeur	profondeur
maximum	maximum
limite	limite
implantation	implantation
bande	bande
littorale	littoral
occupée	occuper
Or	or
sites	site
aujourd'hui	aujourd'hui
disponibles	disponible
localisés	localiser
majoritairement	majoritairement
profondeurs	profondeur
beaucoup	beaucoup
importantes	important
D'	de
où	où
recherches	recherche
essais	essai
laboratoire	laboratoir
l'	le
Ecole	ecole
Centrale	centrale
Nantes	Nantes
autour	autour
éoliennes	éolien
flottantes	flottante
financés	financer
Région	région
Pays	Pays
Loire	Loire
financement	financement
permis	permettre
d'	de
assurer	assurer
réalisation	réalisation
d'	de
une	un
thèse	thèse
doctorat	doctorat
l'	le
installation	installation
soufflerie	soufflerie
permettant	permettre
générer	générer
vent	vent
d'	de
un	un
régional	régional
Précisons	précison
maquette	maquette
testée	tester
juillet	juillet
dernier	dernier
nécessité	nécessité
près	près
mois	mois
mise	mise
point	point
1/50ème	1/50ème
Autrement	autrement
dit	dire
vagues	vague
cm	cm
haut	haut
simulent	simulent
vagues	vague
hautes	haute
peuvent	pouvoir
atteindre	atteindre
mètres	mètre
Or	or
conditions	condition
l'	le
on	on
rencontre	rencontre
classiquement	classiquemer
an	an
site	site
d'	de
expérimentation	expérimentation
mer	mer
SEMREV	SEMREV
Unité	unité
Mixte	Mixte
Recherche	recherche
CNRS	CNRS
Ecole	ecole
Centrale	centrale
Nantes	Nantes
dirige	dirige
Pierre	Pierre
Ferrant	Ferrant
Ecrire	ecrire
yeux	oeil
C'	ce
est	être
possible	possible
Ecrire	ecrire
yeux	oeil
c'	ce
est	être
possible	possible
l'	le
aide	aide
dispositifs	dispositif
utilisent	utilisent
mouvements	mouvement
oculaires	oculaire
Toutefois	toutefois
ceux	celui
ci	ci
permettent	permettre
choisir	choisir
parmi	parmi
lettres	lettre
mots	mot
s'	se
affichent	affichent
écran	écran
Impossible	Impossible
utilisateur	utilisateur
tracer	tracer
propres	propre
figures	figure
Et	et
jusqu'	jusque
à	à
présent	présent
relever	relever
défi	défi
semblait	sembler
impossible	impossible
Car	car
l'	le
oeil	oeil
peut	pouvoir
suivre	suivre
efficacement	efficacement
objet	objet
déplace	déplace
n'	ne
est	être
capable	capable
réaliser	réaliser
mouvements	mouvement
lisses	lisse
réguliers	régulier
devant	devant
arrière-plan	arrière-plan
statique	statique
D'	de
où	où
l'	le
idée	idée
Jean	Jean
Lorenceau	Lorenceau
chercheur	chercheur
CNRS	CNRS
seins	sein
Centre	centre
l'	le
Institut	Institut
Cerveau	cerveau
Moelle	Moelle
Epinière	Epinière
CNRS	CNRS
/	sur
UPMC	UPMC
/	sur
INSERM	INSERM
d'	de
utiliser	utiliser
illusion	illusion
visuelle	visuel
connue	connaître
reverse	reverse
phi	phi
n'	ne
avait	avoir
jamais	jamais
trouvé	trouver
d'	de
application	application
obtenir	obtenir
l'	le
oeil	oeil
trajectoires	trajectoire
lisses	lisse
Cette	ce
illusion	illusion
produit	produit
lorsque	lorsque
écran	écran
s'	se
affichent	affichent
quelques	quelque
centaines	centaine
disques	disque
luminance	luminance
varie	varie
temps	temps
fréquence	fréquence
d'	de
environ	environ
Hertz	Hertz
Lorsqu'	lorsque
un	un
sujet	sujet
déplace	déplac
regard	regard
fond	fond
clignotant	clignotant
nette	nette
impression	impression
disques	disque
déplacent	déplacer
mouvement	mouvement
yeux	oeil
Puisque	puisque
l'	le
oeil	oeil
humain	humain
capable	capable
suivre	suivre
précision	précision
objets	objet
bougent	bouger
déplacement	déplacement
illusoire	illusoire
disques	disque
induit	induire
mouvement	mouvement
donne	donne
ceux	celui
ci	ci
sorte	sorte
d'	de
appui	appui
mouvant	mouvant
permettre	permettre
réaliser	réaliser
trajectoires	trajectoire
régulières	régulier
non	non
saccadées	saccader
En	en
associant	associant
oculomètre	oculomètre
enregistre	enregistre
mouvements	mouvement
l'	le
oeil	oeil
l'	le
utilisateur	utilisateur
logiciel	logiciel
permettant	permettre
visualiser	visualiser
écran	écran
Jean	Jean
Lorenceau	Lorenceau
conçu	concevoir
dispositif	dispositif
grâce	grâce
auquel	auquel
possible	possible
tracer	tracer
lettres	lettre
yeux	oeil
Seules	Seules
quatre	quatre
sessions	session
d'	de
entraînement	entraînement
d'	de
une	un
trentaine	trentaine
minutes	minute
chacune	chacun
nécessaires	nécessaire
utilisateur	utilisateur
parvenir	parvenir
maîtriser	maîtriser
mouvements	mouvement
yeux	oeil
Les	le
tests	test
réalisés	réaliser
montré	montrer
qu'	que
après	après
avoir	avoir
appris	apprendre
percevoir	percevoir
mouvement	mouvement
reverse	revers
phi	phi
l'	le
utilisateur	utilisateur
finit	finit
véritablement	véritablement
s'	se
accrocher	accrocher
mouvement	mouvement
peu	peu
surfer	surfer
vague	vague
Bien	bien
entraînée	entraîner
personne	personne
utilisant	utiliser
dispositif	dispositif
peut	pouvoir
écrire	écrir
vitesse	vitesse
qu'	que
avec	avec
main	main
d'	de
autant	autant
l'	le
entraînement	entraînement
finit	finit
émerger	émerger
automatismes	automatisme
facilitent	faciliter
l'	le
exercice	exercice
rendent	rendre
moins	moins
fatiguant	fatiguer
Prochaine	prochain
étape	étape
proposer	proposer
