mot	racine
CEA	ce
List	list
propose	propos
outil	outil
d'	d'
aide	aid
panne	pann
permet	permet
réduire	réduir
temps	temp
d'	d'
immobilisation	immobilis
appareils	appareil
sol	sol
Précisons	précison
selon	selon
taille	taill
lieu	lieu
où	où
stationné	station
avion	avion
immobilisé	immobilis
coûte	coût
million	million
d'	d'
euros	euros
jour	jour
compagnie	compagn
propriété	propriet
Or	or
grâce	grâc
l'	l'
outil	outil
conçu	conçu
WiN	win
MS	m
temps	temp
d'	d'
intervention	intervent
divisés	divis
cinq	cinq
En	en
outre	outr
permet	permet
d'	d'
augmenter	augment
productivité	product
maintenance	mainten
électrique	électr
d'	d'
éviter	évit
remplacement	remplac
inutile	inutil
composants	compos
Dans	dan
ferroviaire	ferroviair
vol	vol
câbles	câbl
devenu	devenu
progressivement	progress
fléau	fléau
gestionnaires	gestionnair
d'	d'
infrastructures	infrastructur
opérateurs	oper
Ainsi	ains
vols	vol
jour	jour
km	km
lignes	lign
gère	ger
Réseau	réseau
Ferré	ferr
France	franc
RFF	rff
enregistrés	enregistr
D'	d'
où	où
SNCF	sncf
perte	pert
heures	heur
travail	travail
correspond	correspond
heures	heur
retard	retard
circulation	circul
trains	train
perte	pert
millions	million
d'	d'
euros	euros
Or	or
dispositif	disposit
mis	mis
point	point
WiN	win
MS	m
possible	possibl
localiser	localis
coupure	coupur
distance	distanc
temps	temp
réel	réel
signifie	signif
gestionnaire	gestionnair
l'	l'
opérateur	oper
possibilité	possibil
d'	d'
agir	agir
rapidement	rapid
remettre	remettr
service	servic
voie	voi
brefs	bref
délais	del
Parallèlement	parallel
grâce	grâc
dispositif	disposit
forces	forc
l'	l'
ordre	ordre
alertés	alert
rapidement	rapid
peut	peut
avoir	avoir
dissuasif	dissuas
malfaiteurs	malfaiteur
Précisions	précis
ailleurs	ailleur
dispositif	disposit
d'	d'
alerte	alert
automatique	automat
peut	peut
déployé	déploi
d'	d'
autres	autr
infrastructures	infrastructur
câblées	câbl
victimes	victim
vols	vol
autoroutes	autorout
tunnels	tunnel
distribution	distribu
électrique	électr
etc.	etc.
Le	le
premier	premi
tour	tour
table	tabl
d'	d'
un	un
montant	mont
euros	euros
mené	men
Generis	gener
Capital	capital
Partners	partner
auquel	auquel
CEA	ce
Investissement	invest
l'	l'
un	un
actionnaires	actionnair
fondateurs	fondateur
entreprise	entrepris
participé	particip
l'	l'
intermédiaire	intermédiair
fonds	fond
ATI	ati
Amorçage	amorçag
Technologique	technolog
Investissement	invest
vient	vient
boucler	boucl
WiN	win
MS	m
permettre	permettr
entreprise	entrepris
consolider	consolid
ventes	vent
Europe	europ
Moyen-Orient	moyen-orient
secteurs	secteur
ferroviaire	ferroviair
aéronautique	aéronaut
poursuivant	poursuiv
parallèlement	parallel
activités	activ
vers	ver
l'	l'
Asie	asi
l'	l'
Amérique	amer
Nord	nord
félicite	félicit
Arnaud	arnaud
Peltier	pelti
Président	président
WiN	win
MS	m
Equilibre	equilibr
antioxydants	antioxyd
promesses	promess
logique	logiqu
vivant	viv
C'	c'
est	est
avril	avril
dernier	derni
Dijon	dijon
lors	lor
journée	journ
9ème	9em
édition	édit
Congrès	congres
Goût	goût
Nutrition	nutrit
Santé	sant
Lara	lar
Spiral	spiral
dijonnais	dijon
MegaMix	megamix
entreprise	entrepris
russe	russ
leader	lead
marché	march
additifs	addit
destinés	destin
l'	l'
alimentation	aliment
animaux	animal
ferme	ferm
l'	l'
aviculture	avicultur
signé	sign
accord	accord
coopération	cooper
Un	un
motif	motif
satisfaction	satisfact
d'	d'
autant	aut
grand	grand
Michel	michel
Prost	prost
fondateur	fondateur
Président	président
Directeur	directeur
Général	général
PME	pme
l'	l'
entreprise	entrepris
russe	russ
intéressée	intéress
particulièrement	particuli
approche	approch
logique	logiqu
vivant	viv
théorie	théor
s'	s'
inscrit	inscrit
pleinement	plein
stratégie	strateg
autour	autour
l'	l'
alimentation	aliment
durable	durabl
pôle	pôl
compétitivité	compétit
Vitagora	vitagor
Une	une
théorie	théor
laquelle	laquel
infatigable	infatig
chef	chef
d'	d'
entreprise	entrepris
travaille	travaill
ans	an
celle-ci	celle-c
ayant	ayant
conduit	conduit
entreprise	entrepris
impliquée	impliqu
projets	projet
labellisés	labellis
pôle	pôl
compétitivité	compétit
Certains	certain
m'	m'
ont	ont
accusé	accus
voir	voir
antioxydants	antioxyd
partout	partout
observe	observ
non	non
sans	san
pointe	point
d'	d'
humour	humour
Michel	michel
Prost	prost
Tout	tout
reconnaissant	reconnaiss
valeur	valeur
travaux	traval
l'	l'
on	on
conduit	conduit
déposer	dépos
dès	des
premier	premi
brevet	brevet
concernant	concern
KRL	krl
permet	permet
mesurer	mesur
potentiel	potentiel
global	global
défenses	défens
anti-radicalaires	anti-radicalair
d'	d'
autres	autr
considèrent	consid
néanmoins	néanmoin
touche-à-tout	touche-à-tout
Mais	mais
c'	c'
est	est
parce	parc
anti-oxydants	anti-oxyd
impliqués	impliqu
nombreuses	nombreux
pathologies	patholog
j'	j'
ai	ai
obligé	oblig
d'	d'
être	être
touche-à-tout	touche-à-tout
rétorque	rétorqu
-t	-t
-il	-il
Et	et
celui-ci	celui-c
rappeler	rappel
espèces	espec
chimiques	chimiqu
produites	produit
chez	chez
tous	tous
organismes	organ
vivants	viv
partir	part
d'	d'
une	une
petite	petit
quantité	quantit
l'	l'
oxygène	oxygen
utilisé	utilis
derniers	derni
Le	le
qu'	qu'
ils	il
soient	soient
caractérisés	caractéris
électron	électron
non	non
apparié	appari
célibataire	célibatair
couche	couch
externe	extern
conduit	conduit
grande	grand
instabilité	instabl
Aussi	auss
réagissent	réag
-ils	-il
nombreux	nombreux
composés	compos
captant	capt
cédant	ced
électron	électron
autre	autr
molécule	molécul
entraîne	entraîn
qu'	qu'
on	on
appelle	appel
attaque	attaqu
radicalaire	radicalair
caractéristique	caractérist
oxydant	oxyd
lorsqu'	lorsqu'
il	il
n'	n'
est	est
maîtrisé	maîtris
Pour	pour
lutter	lutt
contre	contr
oxydatif	oxyd
provoque	provoqu
dégâts	dégât
tissus	tissus
organes	organ
coeur	coeur
nos	nos
cellules	cellul
organismes	organ
vivants	viv
disposent	disposent
fort	fort
heureusement	heureux
d'	d'
antioxydants	antioxyd
naturels	naturel
propriétés	propriet
anti-radicalaires	anti-radicalair
forment	forment
système	system
défense	défens
efficace	efficac
Pour	pour
autant	aut
oxydatif	oxyd
qu'	qu'
accroissent	accroissent
agressions	agress
diverses	divers
rayonnements	rayon
U.V	u.v
pollution	pollut
l'	l'
alcoolisme	alcool
tabagisme	tabag
psychologique	psycholog
peut	peut
conduire	conduir
états	état
pathologiques	patholog
Nous	nous
savons	savon
impliqué	impliqu
nombreuses	nombreux
maladies	malad
maladies	malad
cardiovasculaires	cardiovasculair
maladies	malad
inflammatoires	inflammatoir
maladies	malad
neurodégénératives	neurodégéner
cancers	cancer
rétinopathie	rétinopath
souligne	soulign
Michel	michel
Prost	prost
précise	précis
bibliographie	bibliograph
scientifique	scientif
quelques	quelqu
années	anné
renferme	renferm
publications	publiqu
domaines	domain
différents	différent
confirment	confirment
implication	impliqu
Ajoutons	ajouton
peuvent	peuvent
avoir	avoir
parfois	parfois
rôle	rôl
positif	posit
chez	chez
organismes	organ
vivants	viv
quand	quand
derniers	derni
attaqués	attaqu
bactérie	bacter
champignon	champignon
boostant	boost
système	system
défense	défens
Pour	pour
illustrer	illustr
propos	propos
Michel	michel
Prost	prost
prend	prend
l'	l'
exemple	exempl
vigne	vign
qui	qui
végétal	végétal
dispose	dispos
molécules	molécul
défense	défens
anti-oxydantes	anti-oxyd
polyphénols	polyphénol
circulantes	circul
non-circulantes	non-circul
qu'	qu'
elle	elle
pouvoir	pouvoir
stocker	stock
sous	sous
forme	form
réserve	réserv
ensuite	ensuit
libérer	liber
sous	sous
l'	l'
action	action
d'	d'
enzymes	enzym
spécifiques	spécif
moment	moment
précis	prec
selon	selon
besoins	besoin
exemple	exempl
lors	lor
d'	d'
une	une
attaque	attaqu
d'	d'
une	une
bactérie	bacter
d'	d'
un	un
champignon	champignon
Réséda	résed
avons	avon
développé	développ
l'	l'
a	a
parfaitement	parfait
montré	montr
rappelle	rappel
-t	-t
-il	-il
Bâtie	bât
mécanismes	mécan
biologiques	biolog
l'	l'
on	on
retrouve	retrouv
bien	bien
chez	chez
microorganismes	microorgan
chez	chez
l'	l'
homme	homm
passant	pass
végétaux	végétal
algues	algu
animaux	animal
approche	approch
logique	logiqu
vivant	viv
défense	défens
anti-radicalaire	anti-radicalair
elle	elle
découle	découl
conduit	conduit
progressivement	progress
fil	fil
l'	l'
entreprise	entrepris
Lara	lar
Spiral	spiral
développé	développ
mélanges	mélang
naturels	naturel
d'	d'
antioxydants	antioxyd
Des	de
mélanges	mélang
utilisés	utilis
actuellement	actuel
projets	projet
labellisés	labellis
Vitagora	vitagor
lesquels	lesquel
impliquée	impliqu
PME	pme
Mélanges	mélang
qui	qui
moins	moin
long	long
terme	term
pourraient	pourr
déboucher	débouch
conception	concept
commercialisation	commercialis
compléments	compl
alimentaires	alimentair
efficaces	efficac
Cette	cet
logique	logiqu
vivant	viv
démarche	démarch
d'	d'
autant	aut
intéressante	intéress
qu'	qu'
elle	elle
s'	s'
inscrit	inscrit
pleinement	plein
stratégie	strateg
adoptée	adopt
pôle	pôl
compétitivité	compétit
Vitagora	vitagor
autour	autour
l'	l'
alimentation	aliment
durable	durabl
Car	car
réussir	réuss
booster	boost
défenses	défens
naturelles	naturel
plantes	plant
via	vi
biosynthèse	biosynthes
molécules	molécul
antioxydants	antioxyd
vitamines	vitamin
desquelles	desquel
vont	vont
ingrédients	ingrédient
nécessaires	nécessair
fabrication	fabriqu
d'	d'
aliments	aliment
qualités	qualit
organoleptiques	organolept
nutritionnelles	nutritionnel
irréprochables	irréproch
figure	figur
défi	def
faudra	faudr
-t	-t
-il	-il
ensuite	ensuit
process	process
industriels	industriel
permettent	permettent
préserver	préserv
qualités	qualit
Autrement	autr
dit	dit
falloir	falloir
éviter	évit
détruire	détruir
molécules	molécul
oxyder	oxyd
différentes	différent
étapes	étap
fabrication	fabriqu
aliments	aliment
conservation	conserv
puis	puis
enfin	enfin
chez	chez
consommateur	consomm
lors	lor
cuisson	cuisson
On	on
aboutit	about
aliment	aliment
peut	peut
véritablement	vérit
qualifié	qualifi
durable	durabl
puisqu'	puisqu'
il	il
préserve	préserv
l'	l'
environnement	environ
santé	sant
celui	celui
consomme	consomm
apportant	apport
bien-être	bien-êtr
dernier	derni
C'	c'
est	est
d'	d'
ailleurs	ailleur
défi	def
acteurs	acteur
industriels	industriel
membres	membr
Vitagora	vitagor
résume	résum
l'	l'
entrepreneur	entrepreneur
dijonnais	dijon
Dès	des
lors	lor
comprend	comprend
facilement	facil
pourquoi	pourquoi
Michel	michel
Prost	prost
pu	pu
disperser	dispers
logique	logiqu
vivant	viv
approche	approch
globale	global
doit	doit
ensuite	ensuit
saisir	sais
chaque	chaqu
spécialiste	spécial
propre	propr
domaine	domain
qu'	qu'
il	il
travaille	travaill
maladies	malad
cardiovasculaires	cardiovasculair
maladie	malad
Parkinson	parkinson
maladie	malad
d'	d'
Alzheimer	alzheim
voire	voir
multiplication	multipl
prions	prion
Ainsi	ains
mène	men
recherches	recherch
animal	animal
collaboration	collabor
Carlo	carlo
Corino	corino
Professeur	professeur
nutrition	nutrit
animal	animal
l'	l'
Université	univers
Milan	milan
utilise	utilis
KRL	krl
Lara	lar
Spiral	spiral
Ces	ce
visent	visent
montrer	montr
qu'	qu'
en	en
diminuant	diminu
l'	l'
animal	animal
via	vi
défenses	défens
anti-oxydantes	anti-oxyd
obtient	obtient
meilleure	meilleur
qualité	qualit
lait	lait
viande	viand
bien	bien
niveau	niveau
organoleptique	organolept
nutritionnel	nutritionnel
explique	expliqu
Président	président
entreprise	entrepris
D'	d'
où	où
l'	l'
intérêt	intérêt
l'	l'
entreprise	entrepris
russe	russ
MegaMix	megamix
Lara	lar
Spiral	spiral
domaine	domain
accord	accord
signé	sign
avril	avril
dernier	derni
Un	un
accord	accord
peut	peut
satisfaire	satisfair
responsables	respons
pôle	pôl
compétitivité	compétit
Vitagora	vitagor
commencer	commenc
Directeur	directeur
Christophe	christoph
Breuillet	breuillet
n'	n'
a	a
ménagé	ménag
efforts	effort
initier	initi
développer	développ
collaborations	collabor
Russie	russ
l'	l'
appui	appui
ville	vill
Dijon	dijon
l'	l'
aide	aid
pôle	pôl
compétitivité	compétit
Aquimer	aquim
Quant	quant
Michel	michel
Prost	prost
poursuit	poursuit
route	rout
touchant	touch
tout	tout
certes	cert
parce	parc
antioxydants	antioxyd
l'	l'
exigent	exigent
Quoi	quoi
qu'	qu'
il	il
soit	soit
fil	fil
jours	jour
continue	continu
d'	d'
engranger	engrang
données	don
résultats	résultat
viennent	viennent
confirmer	confirm
qu'	qu'
au-delà	au-delà
approche	approch
logique	logiqu
vivant	viv
profilent	profilent
nombreuses	nombreux
applications	appliqu
suivi	suiv
biologique	biolog
l'	l'
écotoxicité	écotox
certaines	certain
nanoparticules	nanoparticul
suivi	suiv
médical	médical
astronautes	astronaut
préparation	prépar
vols	vol
longue	longu
durée	dur
Concevoir	concevoir
vins	vin
destinés	destin
pays	pay
émergents	émergent
premiers	premi
résultats	résultat
VINNEO	vinneo
Savez	sav
-vous	-vous
consommation	consomm
rouge	roug
Chine	chin
progresse	progress
chaque	chaqu
année	anné
Des	de
consommateurs	consomm
chinois	chinois
apprécient	apprécient
goûts	goût
cassis	cass
violette	violet
Aussi	auss
répondre	répondr
demande	demand
nouvelle	nouvel
consommateurs	consomm
non	non
seulement	seul
chinois	chinois
d'	d'
autres	autr
pays	pay
émergents	émergent
acteurs	acteur
filière	fili
vini	vin
viticole	viticol
Sud-Ouest	sud-ouest
régions	région
Aquitaine	aquitain
Midi	mid
Pyrénées	pyren
Languedoc	languedoc
Roussillon	roussillon
coopératives	cooper
l'	l'
Institut	institut
Français	franc
Vin	vin
IFV	ifv
PME	pme
laboratoires	laboratoir
l'	l'
INP	inp
Toulouse	toulous
ont	ont
-ils	-il
décidé	décid
lancer	lanc
VINNEO	vinneo
dès	des
Leur	leur
objectif	object
Parvenir	parven
adapter	adapt
profil	profil
sensoriel	sensoriel
vins	vin
issus	issus
cépages	cépag
anciens	ancien
Sud-Ouest	sud-ouest
Malbec	malbec
Négrette	négret
Fer	fer
Servadou	servadou
Loin	loin
l'	l'
oeil	oeil
goûts	goût
consommateurs	consomm
pays	pay
émergents	émergent
Ces	ce
Néovins	néovin
appelle	appel
permis	perm
conquérir	conquer
marchés	march
sous	sous
forme	form
d'	d'
une	une
nouvelle	nouvel
gamme	gamm
s'	s'
appuie	appui
marques	marqu
Terreo	terreo
Astrolabe	astrolab
En	en
ans	an
chiffre	chiffr
d'	d'
affaires	affair
l'	l'
export	export
coopératives	cooper
vinicoles	vinicol
impliquées	impliqu
VINNEO	vinneo
triplé	tripl
emplois	emplois
créés	cré
En	en
outre	outr
développés	développ
permis	perm
réalisation	réalis
thèses	thes
publication	publiqu
articles	articl
scientifiques	scientif
auxquels	auxquel
faut	faut
ajouter	ajout
conférences	conférent
Prochaine	prochain
étape	étap
chercheurs	chercheur
création	création
d'	d'
un	un
logiciel	logiciel
traitement	trait
3D	3d
anticiper	anticip
l'	l'
évolution	évolu
feuilles	feuill
vigne	vign
mise	mis
évidence	évident
molécules	molécul
responsables	respons
l'	l'
arôme	arôm
cassis	cass
vins	vin
enfin	enfin
conception	concept
d'	d'
un	un
dégustateur	dégust
infrarouge	infraroug
moûts	moût
raisin	raisin
Ecolab	ecolab
Open	open
Loft	loft
outil	outil
unique	uniqu
former	form
étudiants	étudi
produire	produir
prototypes	prototyp
d'	d'
écoproduits	écoproduit
Lors	lor
rentrée	rentr
universitaire	universitair
septembre	septembr
prochain	prochain
The	the
Sustainable	sustain
Design	design
School	school
SDS	sd
Nice	nic
unique	uniqu
Ecole	ecol
design	design
durable	durabl
France	franc
ouvrira	ouvr
l'	l'
Ecolab	ecolab
Open	open
Loft	loft
Labellisé	labellis
Ministère	minister
Redressement	redress
Productif	product
appel	appel
juin	juin
co-fondé	co-fond
Tradmatik	tradmatik
agence	agenc
design	design
atelier	ateli
prototypage	prototypag
l'	l'
Association	associ
Digital	digital
Lab	lab
FabLab	fablab
dernière	derni
génération	géner
qu'	qu'
est	est
l'	l'
Ecolab	ecolab
Open	open
Loft	loft
permettra	permettr
réaliser	réalis
prototypes	prototyp
d'	d'
écoproduits	écoproduit
Réunissant	réun
responsables	respons
R&D	r&d
d'	d'
entreprises	entrepris
département	départ
Alpes	alpe
Maritimes	maritim
étudiants	étudi
établissements	établ
d'	d'
enseignement	enseign
supérieur	supérieur
région	région
niçoise	niçois
nouvel	nouvel
équipement	équip
sera	ser
accessible	accessibl
tous	tous
Tous	tous
produits	produit
prochaine	prochain
génération	géner
intégreront	integr
bonne	bon
part	part
matériaux	matérial
durables	durabl
et	et
fabrication	fabriqu
aura	aur
recours	recour
écotechnologies	écotechnolog
explique	expliqu
Maurille	maurill
Larivière	larivi
directeur	directeur
école	écol
Aussi	auss
étudiants	étudi
établissement	établ
disposeront	dispos
-ils	-il
bientôt	bientôt
d'	d'
équipements	équip
machines	machin
outils	outil
exceptionnels	exceptionnel
logiciels	logiciel
3D	3d
DAO	dao
imprimantes	imprim
3D	3d
machines	machin
découper	découp
laser	las
réaliser	réalis
prototypes	prototyp
produits	produit
futur	futur
En	en
fait	fait
réalisant	réalis
pratiques	pratiqu
l'	l'
Ecolab	ecolab
Open	open
Loft	loft
ils	il
deviendront	deviendront
opérationnels	opérationnel
garantira	garant
insertion	insert
professionnelle	professionnel
dès	des
l'	l'
obtention	obtent
diplôme	diplôm
estime	estim
-t	-t
-il	-il
L'	l'
Ecolab	ecolab
Open	open
Loft	loft
représente	représent
atout	atout
supplémentaire	supplémentair
étudiants	étudi
établissement	établ
l'	l'
obligation	oblig
proposer	propos
entreprises	entrepris
partenaires	partenair
installées	install
région	région
Hermès	hermes
Toyota	toyot
Sita	sit
Suez	su
Environnement	environ
solutions	solut
design	design
innovantes	innov
répondant	répond
critères	criter
exigeants	exig
l'	l'
éco-conception	éco-concept
L'	l'
emballage	emballag
source	sourc
d'	d'
innovation	innov
thématique	thémat
journée	journ
RMT	rmt
ProPack	propack
Food	food
Le	le
septembre	septembr
Bourg	bourg
Bresse	bress
Plate	plat
forme	form
Technologique	technolog
Innovante	innov
PTI	pti
Alimentec	alimentec
domaine	domain
contact	contact
aliments	aliment
organise	organis
lien	lien
Réseau	réseau
Mixte	mixt
Technologique	technolog
RMT	rmt
ProPack	propack
Food	food
